전체주중주말,주운행선,일수,주말수,주중수,공휴일수,명절수,공급차량수,공급좌석합계수,승차인원수,1인당단가,1인당거리,1좌석당단가,좌석회전율,1키로당단가,승차율,관광,일반,대수송,임시,확정,시발역,종착역,시발종착역,열차운행횟수,1열차당승차인원,접종완료자수,확진자수,정부대응정도,코로나진행정도,사망자수,격리된자수,국가이동제한정도,접종시작자수,경제활동인구_원자료,경제활동인구_전기대비증감,경제활동인구_전년동기대비증감,경제활동인구_이동평균(3기간),실업률_원자료,실업률_전기대비증감,실업률_전년동기대비증감,실업률_이동평균(3기간),15세이상인구_원자료,15세이상인구_전기대비증감,15세이상인구_전년동기대비증감,15세이상인구_이동평균(3기간),비경제활동인구_원자료,비경제활동인구_전기대비증감,비경제활동인구_전년동기대비증감,비경제활동인구_이동평균(3기간),경제활동참가율_원자료,경제활동참가율_전기대비증감,경제활동참가율_전년동기대비증감,경제활동참가율_이동평균(3기간),고용률_원자료,고용률_전기대비증감,고용률_전년동기대비증감,고용률_이동평균(3기간),소비자심리지수_원자료,소비자심리지수_전기대비증감,소비자심리지수_전년동기대비증감,소비자심리지수_이동평균(3기간),총지수_원자료,총지수_전기대비증감,총지수_전년동기대비증감,총지수_이동평균(3기간),운송장비_원자료,운송장비_전기대비증감,운송장비_전년동기대비증감,운송장비_이동평균(3기간),개인운송장비 운영_원자료,개인운송장비 운영_전기대비증감,개인운송장비 운영_전년동기대비증감,개인운송장비 운영_이동평균(3기간),철도 여객수송_원자료,철도 여객수송_전기대비증감,철도 여객수송_전년동기대비증감,철도 여객수송_이동평균(3기간),도로 여객수송_원자료,도로 여객수송_전기대비증감,도로 여객수송_전년동기대비증감,도로 여객수송_이동평균(3기간),항공 및 수상여객운송_원자료,항공 및 수상여객운송_전기대비증감,항공 및 수상여객운송_전년동기대비증감,항공 및 수상여객운송_이동평균(3기간),기타 여객운송_원자료,기타 여객운송_전기대비증감,기타 여객운송_전년동기대비증감,기타 여객운송_이동평균(3기간),내국인출입국_전체,내국인출입국_공항,내국인출입국_항구,외래객입국사유_전체,외래객입국사유_관광,외래객입국사유_상용,외래객입국사유_공융,외래객입국사유_유학연수,외래객입국사유_기타,출생아수(명),사망자수(명),자연증가건수(명),조출생률(천명당),조사망률(천명당),자연증가율(천명당),합계출산율(명),출생성비(명),혼인건수(건),조혼인율(천명당),이혼건수(건),조이혼율(천명당),News_Count,Sentiment
주말,전라선,13,13,0,1,0,5844,299592,208105,383216.7193,29947.79229568543,266182.64437720855,9.043849766556196,166.35310732645348,5.380339347,0,314,0,0,314,65,65,104,503,5392.8155925155925,137222994,2959611,765.89,660.23,28410,828.86,26,310916602,28346.0,-222.0,397.0,28451.0,2.6,-0.6,-0.5,2.8,45104.0,14.0,291.0,45106.0,16758.0,236.0,-106.0,16655.0,62.8,-0.6,0.4,63.1,61.2,-0.1,0.8,61.3,102.9,-0.7,13.8,103.6,102.75,0.49,2.56,102.7,101.5,0.06,0.74,101.4,114.03,1.49,15.17,113.4,100.0,0.0,0.0,100.0,100.47,0.0,0.39,100.5,114.03,3.2,4.25,111.0,106.3,0.5,6.74,106.5,137712.0,124428.0,13284.0,97087.0,18452.0,2059.0,2741.0,22161.0,51674.0,260562.0,317680.0,-57118.0,5.1,6.2,-1.1,0.808,105.1,192507.0,3.8,101673.0,2.0,66.0,7.0
주말,전라선,12,12,0,0,0,5400,276630,195460,347118.2733408693,26720.39916850904,245316.65073822893,8.487112451,155.88668039170267,4.883869540436975,0,247,60,0,187,60,60,96,465,5053.62947,247891735,3360335,693.75,577.77,28594,749.97,24,410616887,28439.0,93.0,427.0,28438.0,2.7,0.1,-0.9,2.7,45124.0,20.0,295.0,45125.0,16685.0,-73.0,-132.0,16688.0,63.0,0.2,0.5,63.0,61.3,0.1,1.0,61.3,104.2,1.3,23.9,104.8,103.17,0.42,2.43,103.1,101.27,-0.23,1.0,101.7,113.7,-0.33,15.19,114.7,100.0,0.0,0.0,100.0,100.47,0.0,0.34,100.5,108.1,-5.93,5.89,109.1,107.29,0.99,6.94,107.1,116615.0,104427.0,12188.0,89800.0,19611.0,1895.0,1725.0,11393.0,55176.0,260562.0,317680.0,-57118.0,5.1,6.2,-1.1,0.808,105.1,192507.0,3.8,101673.0,2.0,30.0,5.0
주말,전라선,15,15,0,2,0,6740,343390,311982,433665.7830072347,33946.61775748855,393804.9968239033,13.631051371974465,191.60565456374692,7.971152227912269,0,326,0,0,326,75,75,120,580,8074.167030492031,492551305,5124170,859.35,708.3,40035,928.5,30,603223597,28528.0,89.0,412.0,28498.0,2.8,0.1,-0.9,2.7,45148.0,24.0,296.0,45151.0,16620.0,-65.0,-116.0,16653.0,63.2,0.2,0.5,63.1,61.4,0.1,1.0,61.4,107.4,3.2,14.8,106.6,103.35,0.18,3.17,103.5,102.44,1.17,1.68,102.1,116.51,2.81,19.03,117.0,100.0,0.0,0.0,100.0,100.47,0.0,0.34,100.5,105.11,-2.99,3.61,106.7,107.69,0.4,6.45,107.7,124399.0,110881.0,13518.0,92416.0,25698.0,2397.0,2193.0,2702.0,59426.0,260562.0,317680.0,-57118.0,5.1,6.2,-1.1,0.808,105.1,192507.0,3.8,101673.0,2.0,32.0,6.0
주말,전라선,12,12,0,0,0,5392,274839,296989,343193.3111973028,27001.82996055116,370802.32348670985,12.969455691648518,152.51718794915556,7.542625534628763,0,255,0,0,255,60,60,96,464,7685.494733194733,480370298,4893361,682.8,558.35,38640,737.53,25,502207982,28528.0,0.0,320.0,28445.0,2.6,-0.2,-0.8,3.0,45181.0,33.0,297.0,45178.0,16653.0,33.0,-22.0,16734.0,63.1,-0.1,0.3,63.0,61.5,0.1,0.8,61.1,108.3,0.9,9.3,106.7,103.87,0.52,3.78,103.8,102.57,0.13,1.96,102.8,120.73,4.22,24.08,117.7,100.0,0.0,0.0,100.0,100.47,0.0,0.34,100.5,106.89,1.78,5.43,107.5,107.97,0.28,6.73,108.0,147907.0,135374.0,12533.0,94358.0,28734.0,2791.0,1876.0,3272.0,57685.0,260562.0,317680.0,-57118.0,5.1,6.2,-1.1,0.808,105.1,192507.0,3.8,101673.0,2.0,48.0,10.0
주말,전라선,13,13,0,1,0,5828,297201,273743,373207.32024234784,29277.023802723463,343861.2740969602,11.98733811119219,165.71086046946087,6.977159386,0,276,0,0,276,65,65,104,501,7118.240003465004,541862762,7120048,760.15,641.21,59798,822.36,39,560101188,28278.0,-250.0,617.0,28301.0,3.5,0.9,-0.6,3.4,45206.0,25.0,290.0,45196.0,16929.0,276.0,-326.0,16895.0,62.6,-0.5,1.0,62.6,60.4,-1.1,1.3,60.5,104.4,-3.9,13.6,105.9,104.04,0.17,3.71,104.3,103.3,0.73,3.32,103.3,115.92,-4.81,17.13,117.3,100.0,0.0,0.0,100.0,100.66,0.19,0.53,100.7,110.42,3.53,7.04,109.7,108.47,0.5,6.82,108.8,139426.0,126724.0,12702.0,90150.0,25630.0,1755.0,1831.0,4115.0,56819.0,260562.0,317680.0,-57118.0,5.1,6.2,-1.1,0.808,105.1,192507.0,3.8,101673.0,2.0,29.0,9.0
주말,전라선,14,14,0,1,0,6056,308345,241785,406930.8007398898,31664.92978180777,321390.8213,11.071331326822593,179.93429867617178,6.490225154458629,0,269,60,0,209,70,70,112,512,6721.301602976603,604549590,10037333,831.32,713.02,88275,900.0600000000001,42,618921067,28096.0,-182.0,708.0,28243.0,4.1,0.6,-1.6,3.7,45200.0,-6.0,232.0,45206.0,17104.0,175.0,-476.0,16963.0,62.2,-0.4,1.3,62.5,59.6,-0.8,2.2,60.2,105.0,0.6,9.8,104.3,104.85,0.81,3.81,104.8,104.03,0.73,3.31,103.8,115.3,-0.62,12.45,116.7,100.0,0.0,0.0,100.0,100.88,0.22,0.6,100.8,111.82,1.4,6.08,111.2,109.99,1.52,7.86,109.7,147434.0,134655.0,12779.0,81851.0,16961.0,2110.0,1957.0,2890.0,57933.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,85.0,5.0
주말,전라선,12,12,0,0,0,5392,274750,201425,353784.3389507144,27547.37829321844,259252.6181831821,8.808729748325556,154.09619371290088,5.220016750042388,0,246,0,0,246,60,60,96,464,5221.502737352737,527466421,21915360,684.36,561.15,87951,739.29,24,533567627,28356.0,260.0,638.0,28360.0,3.4,-0.7,-1.5,3.5,45213.0,13.0,226.0,45211.0,16857.0,-247.0,-412.0,16851.0,62.7,0.5,1.1,62.7,60.6,1.0,2.0,60.5,103.6,-1.4,6.2,104.1,105.42,0.57,3.84,105.5,104.17,0.14,3.49,104.1,118.99,3.69,14.73,121.6,100.0,0.0,0.0,100.0,100.88,0.0,0.6,100.9,111.34,-0.48,4.96,112.3,110.55,0.56,7.52,110.3,112722.0,101692.0,11030.0,99999.0,16512.0,2135.0,1222.0,25444.0,54686.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,15.0,2.0
주말,전라선,12,12,0,0,0,5392,274688,208113,349353.1557418506,26866.23771083528,264439.19050826924,9.106234237343449,156.013691484359,5.2623184060051305,0,242,0,0,242,60,60,96,464,5398.315332640333,529493835,96276850,643.8,488.88,139971,692.88,24,535029497,28627.0,271.0,489.0,28642.0,3.0,-0.4,-1.3,3.1,45219.0,6.0,212.0,45222.0,16592.0,-265.0,-277.0,16580.0,63.3,0.6,0.8,63.3,61.4,0.8,1.6,61.4,103.8,0.2,3.2,103.9,106.1,0.68,4.26,106.1,104.24,0.07,2.64,104.1,130.55,11.56,23.91,128.0,100.0,0.0,0.0,100.0,100.88,0.0,0.6,100.7,113.69,2.35,11.16,114.5,110.38,-0.17,6.58,110.7,145503.0,132776.0,12727.0,96768.0,22492.0,2284.0,1509.0,11651.0,58832.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,39.0,5.0
주말,전라선,14,14,0,0,0,6288,320460,331538,400514.7330263213,31319.856565202,413852.8874335259,14.488911092160263,179.0045381559728,8.366565889415769,0,273,0,0,273,70,70,112,541,8588.856895356896,618739505,221483746,683.35,450.0100000000001,285083,730.96,28,625322396,28942.0,315.0,581.0,28981.0,3.0,0.0,-1.0,3.0,45233.0,14.0,206.0,45232.0,16291.0,-301.0,-376.0,16251.0,64.0,0.7,1.0,64.1,62.1,0.7,1.7,62.2,104.4,0.6,1.9,103.8,106.83,0.73,4.85,106.8,103.86,-0.38,2.31,104.2,134.52,3.97,26.46,133.4,100.0,0.0,0.0,100.0,100.28,-0.6,0.0,100.5,118.54,4.85,14.1,118.3,111.02,0.64,6.73,110.9,215246.0,203328.0,11918.0,127919.0,57448.0,3259.0,1960.0,3126.0,62126.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,15.0,3.0
주말,전라선,13,13,0,1,0,5844,297587,369487,358296.6280936949,28572.297172186827,444767.5630284311,16.13828361258323,163.02433982257386,9.166299447548171,0,254,0,0,254,65,65,104,503,9550.232571032571,575029629,231341731,521.3000000000001,216.71000000000004,308448,549.38,26,581099718,29374.0,432.0,676.0,29227.0,3.0,0.0,-1.0,3.0,45245.0,12.0,196.0,45242.0,15871.0,-420.0,-480.0,16015.0,64.9,0.9,1.2,64.6,63.0,0.9,1.8,62.7,103.2,-1.2,-2.5,101.4,107.5,0.67,5.45,107.5,104.57,0.71,3.43,104.5,135.16,0.64,27.03,137.3,100.0,0.0,0.0,100.0,100.28,0.0,-0.13,100.3,122.6,4.06,17.14,122.6,111.19,0.17,6.25,111.5,315945.0,302763.0,13182.0,175922.0,89179.0,4926.0,3088.0,4854.0,73875.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,41.0,7.0
주말,전라선,12,12,0,0,0,5392,274870,325454,337228.5428803849,26981.6192408788,399110.14772794914,14.207823304919293,149.9795544154714,8.252041051,0,240,0,0,240,60,60,96,464,8419.945616770618,531310326,218961434,460.92,175.02,292767,483.96,15,536558518,29366.0,-8.0,636.0,29350.0,3.0,0.0,-0.8,3.0,45249.0,4.0,181.0,45251.0,15882.0,11.0,-457.0,15900.0,64.9,0.0,1.2,64.9,62.9,-0.1,1.6,62.9,96.7,-6.5,-14.4,95.3,108.21,0.71,6.16,108.1,105.06,0.49,3.89,105.0,142.17,7.01,32.32,139.7,100.0,0.0,0.0,100.0,100.28,0.0,0.04,100.3,126.53,3.93,20.7,127.5,112.43,1.24,7.14,112.1,412798.0,401115.0,11683.0,227713.0,133883.0,6674.0,2662.0,7215.0,77279.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,37.0,11.0
주말,전라선,15,15,0,0,0,6740,343452,391127,431035.11948356754,34557.51463243024,490850.8485581357,17.091965466664362,187.12175667311655,10.176470791235104,0,302,0,0,302,75,75,120,580,10127.16062023562,664489627,283868612,562.53,208.35,371617,578.64,15,670853823,29311.0,-55.0,743.0,29234.0,2.9,-0.1,-0.3,2.7,45258.0,9.0,168.0,45259.0,15947.0,65.0,-575.0,16025.0,64.8,-0.1,1.4,64.6,62.9,0.0,1.6,62.9,85.9,-10.8,-17.7,90.4,108.73,0.52,6.47,108.5,105.41,0.35,3.97,105.4,141.79,-0.38,29.25,137.8,100.0,0.0,0.0,100.0,100.28,0.0,-0.19,100.3,133.22,6.69,22.39,132.1,112.69,0.26,6.89,112.6,674022.0,661880.0,12142.0,263986.0,153171.0,8265.0,3986.0,10235.0,88329.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,89.0,7.0
주말,전라선,12,12,0,0,0,5392,272146,306699,350364.75871458894,28199.12594670844,394679.82357614505,13.526942309646694,149.1005324175032,8.212202420208609,0,228,0,0,228,60,60,96,464,7938.164397089397,531761183,261005914,500.04,166.68,310472,485.76,12,536860311,29025.0,-286.0,679.0,29143.0,2.1,-0.8,-0.5,2.5,45270.0,12.0,166.0,45271.0,16246.0,299.0,-512.0,16128.0,64.1,-0.7,1.3,64.4,62.8,-0.1,1.6,62.8,88.7,2.8,-14.2,88.7,108.63,-0.1,5.88,108.7,105.59,0.18,4.09,105.6,129.52,-12.27,15.49,132.6,100.0,0.0,0.0,100.0,100.28,0.0,-0.19,100.3,136.53,3.31,22.5,131.7,112.69,0.0,6.39,112.8,702153.0,690013.0,12140.0,310945.0,159128.0,7900.0,3607.0,44854.0,95456.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,75.0,12.0
주말,전라선,13,13,0,3,3,5860,295431,343817,367003.5118474488,29016.30908979363,426749.14890924055,15.131398970782572,164.40534695540666,8.724569637816233,0,222,48,0,174,65,65,104,505,8855.799549549549,576199322,314509180,540.14,180.57,360180,524.4499999999999,13,581718889,29093.0,68.0,654.0,29076.0,2.4,0.3,-0.3,2.3,45284.0,14.0,160.0,45285.0,16191.0,-55.0,-494.0,16210.0,64.2,0.1,1.2,64.2,62.7,-0.1,1.4,62.7,91.5,2.8,-12.7,89.7,108.82,0.19,5.65,108.9,105.67,0.08,4.4,106.1,126.37,-3.15,12.67,126.9,100.0,0.0,0.0,100.0,100.28,0.0,-0.19,100.3,125.35,-11.18,17.25,128.8,113.0,0.31,5.71,112.9,619954.0,608775.0,11179.0,337638.0,213310.0,8528.0,3589.0,21701.0,90510.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,74.0,16.0
주말,전라선,14,14,0,1,0,6304,318238,408975,389933.5905444233,31152.62765467257,500535.2671657994,17.986210267664966,175.2123084702072,10.335310636481214,0,256,0,0,256,70,70,112,543,10542.680024255023,620671699,352386476,514.6,155.54,403945,488.04,0,626547449,29110.0,17.0,582.0,29097.0,2.4,0.0,-0.4,2.4,45302.0,18.0,154.0,45301.0,16192.0,1.0,-428.0,16205.0,64.3,0.1,1.1,64.2,62.7,0.0,1.3,62.7,88.8,-2.7,-18.6,88.9,109.16,0.34,5.81,109.0,107.0,1.33,4.56,106.6,124.91,-1.46,8.4,125.5,100.0,0.0,0.0,100.0,100.23,-0.05,-0.24,100.4,124.45,-0.9,19.34,123.3,112.97,-0.03,5.28,113.0,773480.0,760642.0,12838.0,476097.0,360862.0,9314.0,3660.0,3924.0,98337.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,108.0,9.0
주말,전라선,12,12,0,0,0,5392,272464,350538,332180.6806771754,26452.27859389833,427316.0643406248,15.438596784891084,150.69113316772953,8.796026764130687,0,226,0,0,226,60,60,96,464,9068.851767151767,532098840,316495922,437.52,133.32,358306,414.24,0,537109710,29087.0,-23.0,559.0,28957.0,2.3,-0.1,-0.3,2.6,45318.0,16.0,137.0,45317.0,16231.0,39.0,-422.0,16360.0,64.2,-0.1,1.1,63.9,62.7,0.0,1.2,62.2,86.4,-2.4,-21.9,88.4,109.07,-0.09,5.2,109.2,107.18,0.18,4.61,106.8,125.18,0.27,4.45,123.6,100.0,0.0,0.0,100.0,100.68,0.45,0.21,100.6,120.17,-4.28,13.28,122.5,112.89,-0.08,4.92,113.0,1041431.0,1027393.0,14038.0,459906.0,341686.0,9855.0,4750.0,6313.0,97302.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,186.0,12.0
주말,전라선,14,14,0,1,0,6288,317953,378183,393495.3662612506,31175.272401096063,467427.1878,16.656808370535007,176.71524067500218,9.575796169094422,0,273,0,0,273,70,70,112,541,9792.867376992375,620878488,393710634,510.44,155.54,439287,483.28,0,626722130,28674.0,-413.0,396.0,28716.0,3.0,0.7,-0.5,3.0,45332.0,14.0,126.0,45334.0,16658.0,427.0,-271.0,16618.0,63.3,-0.9,0.7,63.4,61.3,-1.4,0.9,61.4,90.0,3.6,-14.4,89.0,109.26,0.19,5.22,109.5,106.23,-0.95,2.93,106.5,120.82,-4.36,4.9,121.7,100.0,0.0,0.0,100.0,101.02,0.34,0.36,101.1,122.87,2.7,12.45,122.1,113.06,0.17,4.59,113.1,1393343.0,1378707.0,14636.0,539273.0,434305.0,6920.0,3702.0,9988.0,84358.0,249186.0,372939.0,-123753.0,4.9,7.3,-2.4,0.778,104.7,191690.0,3.7,93232.0,1.8,198.0,9.0
주말,전라선,13,13,0,3,2,5852,295486,335811,371842.6139477911,29665.977918161952,422293.2113332011,14.7727055928096,162.9466461095595,8.710948955498305,0,228,48,0,180,65,65,104,504,8664.303031878031,576620634,387504460,0.0,0.0,428688,0.0,0,582037456,28387.0,-287.0,291.0,28555.0,3.6,0.6,-0.5,3.2,45352.0,20.0,152.0,45346.0,16965.0,307.0,-139.0,16791.0,62.6,-0.7,0.4,63.0,60.3,-1.0,0.7,60.9,90.6,0.6,-14.4,90.2,110.07,0.81,5.22,109.9,106.2,-0.03,2.17,105.8,119.03,-1.79,3.73,119.2,100.0,0.0,0.0,100.0,101.61,0.59,0.73,101.9,123.23,0.36,11.41,122.1,113.33,0.27,3.34,113.4,1782313.0,1765302.0,17011.0,434429.0,312847.0,7645.0,4145.0,13674.0,96118.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,69.0,8.0
주말,전라선,12,12,0,0,0,5392,272111,333380,336661.2525430804,27086.06653661504,412200.7499365074,14.706457787312852,149.14981724613887,8.576894327,0,214,0,0,214,60,60,96,464,8628.591025641026,532335882,364560119,0.0,0.0,405370,0.0,0,537319423,28604.0,217.0,248.0,28685.0,3.1,-0.5,-0.3,3.2,45355.0,3.0,142.0,45358.0,16751.0,-214.0,-106.0,16673.0,63.1,0.5,0.4,63.3,61.1,0.8,0.5,61.2,90.0,-0.6,-13.6,90.8,110.33,0.26,4.91,110.3,105.07,-1.13,0.9,105.4,117.63,-1.4,-1.36,117.8,100.0,0.0,0.0,100.0,102.96,1.35,2.08,102.5,120.11,-3.12,8.77,120.6,113.92,0.59,3.37,113.8,1724880.0,1703045.0,21835.0,479248.0,319098.0,7383.0,3165.0,53111.0,96491.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,44.0,6.0
주말,전라선,13,13,0,0,0,5828,294167,355609,361303.6418314706,28688.148661871957,436592.94186006463,15.71981418645104,163.70136800358262,8.957671935,0,235,0,0,235,65,65,104,501,9235.371846846849,133093000,91679419,0.0,0.0,102074,0.0,0,134338340,29063.0,459.0,436.0,28968.0,2.9,-0.2,-0.1,2.9,45367.0,12.0,148.0,45365.0,16304.0,-447.0,-288.0,16397.0,64.1,1.0,0.8,63.9,62.2,1.1,0.8,62.0,91.9,1.9,-11.9,92.3,110.52,0.19,4.42,110.5,104.99,-0.08,0.75,105.2,116.73,-0.9,-13.82,117.6,100.0,0.0,0.0,100.0,102.96,0.0,2.08,103.0,118.59,-1.52,4.9,117.8,114.17,0.25,3.79,114.3,1472193.0,1450111.0,22082.0,800575.0,627681.0,10543.0,4719.0,30743.0,126889.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,76.0,15.0
주말,전라선,14,14,0,0,0,6304,318114,407613,392535.19470898295,31392.153342077232,502731.6370200358,17.942354119256496,175.0376396860744,10.383124170818244,0,250,0,0,250,70,70,112,543,10516.23316008316,0,0,0.0,0.0,0,0.0,0,0,29236.0,173.0,294.0,29307.0,2.8,-0.1,-0.2,2.8,45372.0,5.0,139.0,45373.0,16135.0,-169.0,-156.0,16065.0,64.4,0.3,0.4,64.6,62.7,0.5,0.6,62.8,95.1,3.2,-9.3,95.0,110.77,0.25,3.94,110.8,105.51,0.52,1.65,105.4,118.52,1.79,-16.0,117.8,100.0,0.0,0.0,100.0,102.96,0.0,2.68,103.0,114.84,-3.75,-3.7,115.7,114.8,0.63,3.78,114.6,1497105.0,1472487.0,24618.0,888776.0,736870.0,9945.0,5603.0,6461.0,129897.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,52.0,12.0
주말,전라선,12,12,0,2,0,5392,272115,354337,330689.5633,26693.063469058616,430135.2915497384,15.627207203166822,148.65826045331303,8.968642533,0,211,0,0,211,60,60,96,464,9168.201143451144,0,0,0.0,0.0,0,0.0,0,0,29623.0,387.0,249.0,29492.0,2.7,-0.1,-0.3,2.7,45379.0,7.0,134.0,45378.0,15756.0,-379.0,-115.0,15885.0,65.3,0.9,0.4,65.0,63.5,0.8,0.5,63.2,98.1,3.0,-5.1,98.0,111.13,0.36,3.63,111.0,105.56,0.05,0.99,105.4,118.03,-0.49,-17.13,117.0,100.0,0.0,0.0,100.0,102.96,0.0,2.68,103.2,113.62,-1.22,-8.98,114.2,114.83,0.03,3.64,114.8,1683022.0,1653125.0,29897.0,867130.0,691789.0,11518.0,6162.0,15265.0,142396.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,38.0,9.0
주말,전라선,13,13,0,0,0,5828,294074,361826,365250.3238846443,29100.02578387041,449185.4508089164,15.99385212994668,163.17185182737862,9.245433709647331,0,249,0,0,249,65,65,104,501,9391.19806,0,0,0.0,0.0,0,0.0,0,0,29618.0,-5.0,252.0,29578.0,2.7,0.0,-0.3,2.7,45383.0,4.0,134.0,45387.0,15765.0,9.0,-117.0,15809.0,65.3,0.0,0.4,65.2,63.5,0.0,0.6,63.4,100.8,2.7,4.1,100.8,111.16,0.03,2.95,111.2,105.06,-0.5,0.0,105.6,114.51,-3.52,-27.66,115.5,100.0,0.0,0.0,100.0,103.72,0.76,3.44,104.4,114.02,0.4,-12.51,115.1,114.88,0.05,2.45,114.9,1771962.0,1727458.0,44504.0,960638.0,789269.0,9819.0,5513.0,16299.0,139738.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,130.0,18.0
주말,전라선,14,14,0,0,0,6080,306936,356106,400962.74416766927,31857.867247469585,466833.2512905529,16.32438554293984,176.21063655224302,9.532371504186695,0,249,0,0,249,68,68,108,525,9533.258072899202,0,0,0.0,0.0,0,0.0,0,0,29493.0,-125.0,182.0,29454.0,2.7,0.0,-0.2,2.5,45399.0,16.0,141.0,45399.0,15907.0,142.0,-40.0,15945.0,65.0,-0.3,0.2,64.9,63.2,-0.3,0.3,63.3,103.5,2.7,17.6,102.6,111.29,0.13,2.56,111.6,106.06,1.0,0.65,105.7,114.0,-0.51,-27.79,116.3,100.0,0.0,0.0,100.0,106.64,2.92,6.36,107.3,117.79,3.77,-15.43,117.8,115.1,0.22,2.41,115.1,2153857.0,2110523.0,43334.0,1032188.0,853340.0,10328.0,6730.0,18504.0,143286.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,132.0,32.0
주말,전라선,12,12,0,0,0,5392,271863,332612,343196.7729892464,27541.44969,419868.3457120875,14.685457645865698,149.5474230922635,8.703289523493961,0,214,0,0,214,60,60,96,464,8608.657328482328,0,0,0.0,0.0,0,0.0,0,0,29251.0,-242.0,226.0,29368.0,2.0,-0.7,-0.1,2.3,45415.0,16.0,145.0,45415.0,16163.0,256.0,-83.0,16047.0,64.4,-0.6,0.3,64.7,63.1,-0.1,0.3,63.2,103.4,-0.1,14.7,102.2,112.28,0.99,3.65,112.1,106.04,-0.02,0.45,105.9,120.34,6.34,-9.18,119.2,100.0,0.0,0.0,100.0,111.65,5.01,11.37,110.1,121.55,3.76,-14.98,118.7,115.17,0.07,2.48,115.2,2093236.0,2049754.0,43482.0,1089133.0,839458.0,10270.0,5354.0,70603.0,163448.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,117.0,13.0
주말,전라선,14,14,0,2,2,6720,345014,409660,386737.2931871711,30567.42832956181,463258.4814698154,16.77043192417074,177.15797739011128,9.716657313673098,0,288,34,0,254,70,70,112,540,10811.831501831502,0,0,0.0,0.0,0,0.0,0,0,29359.0,108.0,266.0,29333.0,2.3,0.3,-0.1,2.1,45431.0,16.0,147.0,45433.0,16071.0,-92.0,-120.0,16099.0,64.6,0.2,0.4,64.6,63.2,0.1,0.5,63.2,99.8,-3.6,8.3,100.5,112.85,0.57,4.03,112.8,105.53,-0.51,-0.14,106.6,123.33,2.99,-3.04,122.8,100.0,0.0,0.0,101.7,111.91,0.26,11.63,112.5,116.88,-4.67,-8.47,119.7,115.25,0.08,2.25,115.3,2017157.0,1977393.0,39764.0,1098034.0,901891.0,9753.0,6385.0,34234.0,145771.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,503.0,42.0
주말,전라선,13,13,0,0,0,6708,344096,430802,358152.5392327753,28528.81775011941,447993.2762233439,16.275416327789685,163.20938360295384,9.5457093298247,0,239,17,0,222,65,65,104,546,10257.190476190475,0,0,0.0,0.0,0,0.0,0,0,29390.0,31.0,280.0,29375.0,2.1,-0.2,-0.3,2.2,45452.0,21.0,150.0,45453.0,16062.0,-9.0,-130.0,16078.0,64.7,0.1,0.4,64.6,63.3,0.1,0.6,63.2,98.2,-1.6,9.4,98.4,113.27,0.42,4.11,112.9,108.08,2.55,1.08,106.9,124.72,1.39,-0.19,122.9,105.11,5.11,5.11,103.4,113.92,2.01,13.69,113.3,120.71,3.83,-3.74,118.6,115.36,0.11,2.39,115.4,2042703.0,1992339.0,50364.0,1229899.0,1009849.0,12852.0,6723.0,16956.0,183519.0,230028.0,352511.0,-122483.0,4.5,6.9,-2.4,0.721,105.1,193657.0,3.8,92394.0,1.8,81.0,21.0
