Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
CNN,Test set,14368,2733,5993,5152,490,0.3466074825618263,0.8479677319267763,0.5377299237326155,0.4920777817788981,0.6073218262806236,0.6928488278296959,0.6923682365434509
CNN,Entire population,71840,13606,30356,25618,2260,0.3468794615541505,0.8575570402117736,0.5423232214956945,0.49395534579778544,0.6119432071269488,0.6999401308537341,0.6984854044419996
