Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
Logistic Regression,Test set,21630,4108,13465,3249,808,0.5583797743645508,0.8356387306753458,0.8056120617446452,0.6694369754746191,0.8124364308830329,0.8206253962099954,0.8892399734469322
Logistic Regression,Entire population,108150,20953,66599,16573,4025,0.5583595373874114,0.8388581952117864,0.800738229211754,0.6704530910021759,0.8095423023578363,0.8197982122117702,0.8903853483692977
