Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
MLP,Test set,21630,2760,15538,1176,2156,0.7012195121951219,0.5614320585842149,0.9296398229029557,0.6235878897424311,0.8459546925566344,0.7455359407435853,0.8897825578124603
MLP,Entire population,108150,14289,77369,5803,10689,0.7111785785387219,0.5720634158059092,0.9302289231953061,0.6340803195029954,0.8475080906148867,0.7511461695006076,0.8909655037384179
