Algorithm,Dataset,N,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F1-score,Accuracy,Balanced Accuracy,AUC
XGBoost,Test set,21630,3977,13747,2967,939,0.5727246543778802,0.8089910496338486,0.8224841450281202,0.6706576728499157,0.8194174757281554,0.8157375973309844,0.8867078197674504
XGBoost,Entire population,108150,22079,70128,13044,2899,0.6286194231700025,0.8839378653214829,0.8431683739720098,0.7347298713831717,0.8525843735552473,0.8635531196467463,0.9348982625799532
