전체주중주말,주운행선,Date,일수,주말수,주중수,공휴일수,명절수,공급차량수,공급좌석합계수,승차인원수,1인당단가,1인당거리,1좌석당단가,좌석회전율,1키로당단가,승차율,관광,일반,대수송,임시,확정,시발역,종착역,시발종착역,열차운행횟수,1열차당승차인원,접종완료자수,확진자수,정부대응정도,코로나진행정도,사망자수,격리된자수,국가이동제한정도,접종시작자수,경제활동인구_원자료,경제활동인구_전기대비증감,경제활동인구_전년동기대비증감,경제활동인구_이동평균(3기간),실업률_원자료,실업률_전기대비증감,실업률_전년동기대비증감,실업률_이동평균(3기간),15세이상인구_원자료,15세이상인구_전기대비증감,15세이상인구_전년동기대비증감,15세이상인구_이동평균(3기간),비경제활동인구_원자료,비경제활동인구_전기대비증감,비경제활동인구_전년동기대비증감,비경제활동인구_이동평균(3기간),경제활동참가율_원자료,경제활동참가율_전기대비증감,경제활동참가율_전년동기대비증감,경제활동참가율_이동평균(3기간),고용률_원자료,고용률_전기대비증감,고용률_전년동기대비증감,고용률_이동평균(3기간),소비자심리지수_원자료,소비자심리지수_전기대비증감,소비자심리지수_전년동기대비증감,소비자심리지수_이동평균(3기간),총지수_원자료,총지수_전기대비증감,총지수_전년동기대비증감,총지수_이동평균(3기간),운송장비_원자료,운송장비_전기대비증감,운송장비_전년동기대비증감,운송장비_이동평균(3기간),개인운송장비 운영_원자료,개인운송장비 운영_전기대비증감,개인운송장비 운영_전년동기대비증감,개인운송장비 운영_이동평균(3기간),철도 여객수송_원자료,철도 여객수송_전기대비증감,철도 여객수송_전년동기대비증감,철도 여객수송_이동평균(3기간),도로 여객수송_원자료,도로 여객수송_전기대비증감,도로 여객수송_전년동기대비증감,도로 여객수송_이동평균(3기간),항공 및 수상여객운송_원자료,항공 및 수상여객운송_전기대비증감,항공 및 수상여객운송_전년동기대비증감,항공 및 수상여객운송_이동평균(3기간),기타 여객운송_원자료,기타 여객운송_전기대비증감,기타 여객운송_전년동기대비증감,기타 여객운송_이동평균(3기간),내국인출입국_전체,내국인출입국_공항,내국인출입국_항구,외래객입국사유_전체,외래객입국사유_관광,외래객입국사유_상용,외래객입국사유_공융,외래객입국사유_유학연수,외래객입국사유_기타,출생아수(명),사망자수(명),자연증가건수(명),조출생률(천명당),조사망률(천명당),자연증가율(천명당),합계출산율(명),출생성비(명),혼인건수(건),조혼인율(천명당),이혼건수(건),조이혼율(천명당),News_Count,Sentiment
주말,경부선,2015-01-01,14,14,0,0,0,34020,1741181,1871129,496684.4938,37822.85989,533787.0925,15.05479435,183.879705,9.691638546,0,218,0,6,212,84,84,154,1991,13164.71383,0,0,0,0,0,0,0,0,26380,-188,439,26540,3.7,0.4,0.3,3.8,43040,36,470,43042,16660,224,31,16502,61.3,-0.5,0.4,61.7,59,-0.7,0.2,59.3,103.2,1.5,-7,102.9,94.643,0.637,0.913,94.4,101.336,0.534,-0.012,100.9,106.239,-8.126,-20.973,107.6,91.619,1.981,1.981,91,85.896,0.124,0.403,85.9,98.721,-1.15,-8.58,97.7,90.656,0.873,5.156,90.7,1834538,1752505,82033,917054,723255,17686,3094,7752,165267,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,74,10
주말,경부선,2015-02-01,12,12,0,1,1,28992,1488544,1533571,434612.9461,32762.0874,447295.7995,12.36134239,159.1958766,8.033689554,0,188,46,6,136,72,72,132,1705,10793.21324,0,0,0,0,0,0,0,0,26671,291,379,26630,4.5,0.8,0,4.1,43081,41,465,43079,16410,-250,86,16449,61.9,0.6,0.2,61.8,59.1,0.1,0.2,59.3,103.9,0.7,-5.3,103,94.587,-0.056,0.607,94.6,100.706,-0.63,-0.493,100.8,102.071,-4.168,-24.853,104.6,91.619,0,1.981,91.6,85.896,0,0.308,85.9,94.413,-4.308,-8.978,94.1,91.516,0.86,3.118,91.3,1445609,1380698,64911,1050706,815138,14354,2256,36399,182559,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,118,9
주말,경부선,2015-03-01,13,13,0,1,0,31246,1607627,1780862,454810.9166,34157.90687,503277.6053,14.39953763,173.1093386,9.011709796,0,196,0,0,196,78,78,143,1837,12604.74251,0,0,0,0,0,0,0,0,26840,169,352,26905,4,-0.5,0.1,4.1,43117,36,461,43118,16277,-133,109,16213,62.2,0.3,0.1,62.4,59.8,0.7,0.1,59.8,102,-1.9,-7.7,103.6,94.596,0.009,0.443,94.6,100.405,-0.301,-0.476,100.4,105.515,3.444,-21.49,104.4,91.619,0,1.981,91.6,85.896,0,0.271,85.9,89.082,-5.331,-11.634,91.5,91.589,0.073,3.858,91.6,1416683,1351433,65250,1238144,958493,18549,3241,27129,230732,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,76,24
주말,경부선,2015-04-01,12,12,0,0,0,28848,1491483,1681821,424444.3546,31774.29779,478264.4959,13.52845367,160.2953867,8.596620007,0,195,0,0,195,72,72,132,1656,12186.13034,0,0,0,0,0,0,0,0,27204,364,186,27166,3.9,-0.1,0.1,3.9,43157,40,460,43156,15953,-324,274,15990,63,0.8,-0.3,62.9,60.6,0.8,-0.3,60.5,104.9,2.9,-4.8,104.4,94.625,0.029,0.411,94.7,100.135,-0.27,-1.094,100.2,105.494,-0.021,-20.925,106,91.619,0,1.981,91.6,85.896,0,0.271,85.9,91.062,1.98,-11.466,91.2,91.571,-0.018,3.741,91.5,1495460,1418424,77036,1384567,1112904,17326,4913,5556,243868,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,80,10
주말,경부선,2015-05-01,15,15,0,0,0,36102,1863967,2144330,531982.0939,40218.49724,611756.68,17.25137877,198.4818646,11.11625345,0,250,0,4,246,90,90,165,2072,15522.61846,0,0,0,0,0,0,0,0,27453,249,387,27382,3.7,-0.2,0.2,3.8,43194,37,453,43194,15741,-212,67,15813,63.6,0.6,0.3,63.4,61.2,0.6,0.1,61,106.3,1.4,1,103.3,94.89,0.265,0.521,94.8,100.085,-0.05,-1.383,100,107.005,1.511,-19,107.1,91.619,0,1.981,91.6,85.896,0,0.271,85.9,93.559,2.497,-9.548,92.8,91.461,-0.11,3.567,91.4,1579265,1492278,86987,1334212,1060730,19010,4679,9222,240571,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,73,13
주말,경부선,2015-06-01,12,12,0,1,0,28888,1483393,1125689,435541.6216,32015.50981,329390.2799,9.10781223,163.266979,5.818152663,0,196,0,2,194,72,72,132,1658,8147.660548,0,0,0,0,0,0,0,0,27488,35,357,27492,3.8,0.1,0.3,3.7,43232,38,449,43230,15744,3,92,15738,63.6,0,0.2,63.6,61.2,0,0,61.2,98.8,-7.5,-9.3,102,94.909,0.019,0.661,95,99.725,-0.36,-1.653,99.9,108.738,1.733,-16.453,108,91.619,0,1.981,94.3,85.896,0,0.271,87.5,93.671,0.112,-9.977,96.1,91.278,-0.183,3.292,91.4,1373551,1307970,65581,750925,517926,12347,3122,11462,206068,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,60,10
주말,경부선,2015-07-01,13,13,0,0,0,31254,1609540,1549797,469603.3074,35028.81259,451694.9635,12.51588391,174.3239301,8.100472982,0,250,0,0,250,78,78,143,1794,11230.65033,0,0,0,0,0,0,0,0,27536,48,342,27439,3.6,-0.2,0.2,3.6,43265,33,445,43264,15730,-14,104,15826,63.6,0,0.1,63.4,61.3,0.1,-0.1,61.1,100.9,2.1,-4.7,100.6,95.08,0.171,0.694,95.1,99.875,0.15,-1.463,100,108.307,-0.431,-16.62,107.8,99.513,7.894,9.875,96.9,90.653,4.757,5.028,89.2,101.179,7.508,-7.992,98.9,91.315,0.037,3.499,91.4,1675332,1598654,76678,629737,419430,12867,3734,8477,185229,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,61,13
주말,경부선,2015-08-01,14,14,0,1,0,32964,1677929,1773664,521993.0603,37907.38596,551666.3294,14.79931294,192.852962,9.763416256,0,279,0,1,278,84,84,154,1932,12853.02722,0,0,0,0,0,0,0,0,27294,-242,217,27395,3.4,-0.2,0.1,3.4,43296,31,435,43296,16003,273,218,15902,63,-0.6,-0.2,63.2,60.9,-0.4,-0.2,61.1,102.2,1.3,-5.3,102.2,95.213,0.133,0.662,95.1,100.425,0.55,-0.496,99.9,106.491,-1.816,-17.575,106.3,99.513,0,9.875,99.5,90.989,0.336,5.276,90.9,101.818,0.639,-8.511,98,91.58,0.265,3.338,91.6,1835249,1743316,91933,1069314,730808,17385,4207,46365,270549,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,59,13
주말,경부선,2015-09-01,12,12,0,2,2,28394,1461774,1585350,435359.2359,31106.57688,471392.2409,12.99768714,167.9800623,8.210679623,3,246,51,9,189,72,72,132,1674,11353.78074,0,0,0,0,0,0,0,0,27355,61,291,27336,3.2,-0.2,0.1,3.2,43328,32,431,43327,15973,-30,140,15991,63.1,0.1,0,63.1,61.1,0.2,0,61.1,103.5,1.3,-4.9,103.9,94.966,-0.247,0.476,95,99.324,-1.101,-1.656,99.8,104.213,-2.278,-18.062,104.6,99.513,0,9.875,99.5,90.989,0,5.276,91,91.119,-10.699,-12.406,94.7,91.763,0.183,2.96,91.7,1511657,1444939,66718,1206764,907874,16514,4442,20035,257899,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,98,19
주말,경부선,2015-10-01,14,14,0,2,0,32772,1681522,1939094,513922.9053,36892.95624,592221.4932,16.14403921,195.0836976,10.35829532,0,292,0,0,292,84,84,154,1931,14057.73647,0,0,0,0,0,0,0,0,27358,3,250,27337,3.1,-0.1,-0.1,3.1,43357,29,428,43357,15998,25,177,16020,63.1,0,0,63,61.2,0.1,0.1,61.1,106.1,2.6,0.5,105.4,94.966,0,0.761,94.9,99.785,0.461,-1.156,99.6,103.184,-1.029,-17.335,103.1,99.513,0,9.875,99.5,90.989,0,5.217,91,91.306,0.187,-10.938,90.3,91.864,0.101,2.897,91.8,1735308,1654005,81303,1383704,1076153,18270,5404,7929,275948,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,34,15
주말,경부선,2015-11-01,13,13,0,0,0,30452,1570589,1900348,476268.1277,34159.61192,576152.7898,15.72867568,181.2834914,10.07049651,0,283,0,0,283,78,78,143,1793,13776.33378,0,0,0,0,0,0,0,0,27298,-60,216,27207,3,-0.1,0,3.1,43386,29,419,43387,16088,90,202,16180,62.9,-0.2,-0.1,62.7,61,-0.2,-0.1,60.8,106.7,0.6,3.3,105.4,94.786,-0.18,0.771,94.9,99.685,-0.1,-0.818,99.8,102.018,-1.166,-15.895,101.9,99.513,0,9.875,99.5,90.989,0,5.217,91,88.604,-2.702,-9.862,90.5,91.864,0,2.585,91.9,1626063,1550003,76060,1150074,911647,17211,5717,10109,205390,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,128,20
주말,경부선,2015-12-01,12,12,0,1,0,28076,1444946,1588373,435578.031,31497.72114,478691.4412,13.18756675,166.0179374,8.423611462,0,249,0,0,249,72,72,132,1654,11521.17551,0,0,0,0,0,0,0,0,26965,-333,397,26965,3.2,0.2,-0.1,3.3,43418,32,414,43414,16453,365,17,16450,62.1,-0.8,0.3,62.1,60.1,-0.9,0.4,60,103.3,-3.4,1.6,103.5,95.07,0.284,1.064,95,99.785,0.1,-1.017,100.3,100.601,-1.417,-13.764,100.2,99.513,0,9.875,99.5,91.122,0.133,5.35,91.2,91.672,3.068,-8.199,91.1,92.075,0.211,2.292,92,1781715,1704808,76907,1116450,901131,13806,3460,12273,185780,438420,275895,162525,8.6,5.4,3.2,1.239,105.3,302828,5.9,109153,2.1,30,7
주말,경부선,2016-01-01,15,15,0,1,0,35200,1803279,1872911,535833.5868,39679.26162,556452.7763,15.5777043,202.6131281,10.03883988,0,303,0,2,301,90,90,165,2068,13583.17361,0,0,0,0,0,0,0,0,26631,-334,251,26840,3.7,0.5,0,3.9,43439,21,399,43443,16808,355,148,16602,61.3,-0.8,0,61.8,59,-1.1,0,59.3,100.6,-2.7,-2.6,100.7,95.232,0.162,0.589,95.3,101.527,1.742,0.191,100.3,98.05,-2.551,-8.189,98.2,99.513,0,7.894,99.5,91.361,0.239,5.465,91.3,93.08,1.408,-5.641,92.5,92.111,0.036,1.455,92.6,2112337,2029255,83082,1077431,865064,15867,3316,9352,183832,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,94,33
주말,경부선,2016-02-01,12,12,0,1,1,28374,1452335,1515941,435420.8073,32027.43071,454230.0134,12.53199127,163.1550779,8.146761898,0,253,51,6,196,72,72,132,1670,10896.83476,0,0,0,0,0,0,0,0,26925,294,254,26896,4.9,1.2,0.4,4.3,43471,32,390,43472,16546,-262,136,16576,61.9,0.6,0,61.9,58.9,-0.1,-0.2,59.2,98.3,-2.3,-5.6,99.8,95.64,0.408,1.053,95.4,99.725,-1.802,-0.981,100.3,95.845,-2.205,-6.226,96.4,99.513,0,7.894,99.5,91.361,0,5.465,91.4,92.855,-0.225,-1.558,91.5,93.567,1.456,2.051,93.2,1876928,1803076,73852,1126250,849995,13629,2549,54122,205955,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,50,10
주말,경부선,2016-03-01,12,12,0,0,0,28220,1443898,1555211,412495.2849,30183.28818,444256.4512,12.92483117,164.0032646,7.925604668,0,331,0,0,331,72,72,132,1656,11269.32975,0,0,0,0,0,0,0,0,27133,208,293,27152,4.2,-0.7,0.2,4.3,43506,35,389,43505,16373,-173,96,16352,62.4,0.5,0.2,62.4,59.7,0.8,-0.1,59.7,100.6,2.3,-1.4,100.4,95.393,-0.247,0.797,95.5,99.695,-0.03,-0.71,99.8,95.173,-0.672,-10.342,95.6,99.513,0,7.894,99.5,91.361,0,5.465,91.4,88.51,-4.345,-0.572,90.1,93.933,0.366,2.344,93.8,1569162,1497437,71725,1389399,1123465,16149,3445,22176,224164,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,51,6
주말,경부선,2016-04-01,14,14,0,0,0,32930,1684787,1936143,491756.1994,35883.53062,564857.9932,16.08808739,191.8589981,10.05206844,0,386,0,3,383,84,84,154,1936,13999.63497,0,0,0,0,0,0,0,0,27398,265,194,27383,3.9,-0.3,0,3.9,43537,31,380,43538,16138,-235,185,16155,62.9,0.5,-0.1,62.9,60.5,0.8,-0.1,60.4,102.3,1.7,-2.6,100.9,95.573,0.18,0.948,95.5,99.865,0.17,-0.27,99.7,95.908,0.735,-9.586,96.2,99.513,0,7.894,99.5,91.361,0,5.465,91.4,88.848,0.338,-2.214,90,93.768,-0.165,2.197,93.6,1636597,1566847,69750,1469674,1214201,16162,4793,7352,227166,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,42,8
주말,경부선,2016-05-01,13,13,0,1,0,30570,1564929,1848198,453004.9062,33438.60295,534697.5882,15.35290285,176.1432338,9.624425268,0,365,0,9,356,78,78,143,1802,13333.2383,0,0,0,0,0,0,0,0,27617,219,164,27578,3.6,-0.3,-0.1,3.7,43571,34,377,43569,15955,-183,214,15991,63.4,0.5,-0.2,63.3,61.1,0.6,-0.1,61,99.8,-2.5,-6.5,100.5,95.63,0.057,0.74,95.6,99.545,-0.32,-0.54,99.7,97.504,1.596,-9.501,98.1,99.513,0,7.894,99.5,91.361,0,5.465,91.4,92.536,3.688,-1.023,90.8,93.109,-0.659,1.648,93.3,1656728,1581790,74938,1492680,1202692,17810,4844,13378,253956,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,52,9
주말,경부선,2016-06-01,12,12,0,0,0,28152,1441196,1658762,416507.5175,31081.19291,479438.843,13.80943352,160.8211321,8.72289116,0,332,0,2,330,72,72,132,1658,12002.08556,0,0,0,0,0,0,0,0,27720,103,232,27691,3.6,0,-0.2,3.6,43600,29,368,43599,15880,-75,136,15908,63.6,0.2,0,63.5,61.3,0.2,0.1,61.2,99.3,-0.5,0.5,100.2,95.611,-0.019,0.702,95.6,99.625,0.08,-0.1,100,100.948,3.444,-7.79,99.9,99.513,0,7.894,99.5,91.361,0,5.465,91.4,90.893,-1.643,-2.778,93.9,93.118,0.009,1.84,93.2,1778317,1706260,72057,1554413,1277116,14938,4431,14653,243275,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,29,1
주말,경부선,2016-07-01,15,15,0,0,0,35396,1812105,1954514,531154.6998,39414.36972,573034.7992,16.17488593,202.1704495,10.36535135,0,427,0,14,413,90,90,165,2088,14037.10129,0,0,0,0,0,0,0,0,27737,17,201,27716,3.5,-0.1,-0.1,3.6,43626,26,361,43626,15889,9,159,15910,63.6,0,0,63.5,61.3,0,0,61.3,101.6,2.3,0.7,101.2,95.431,-0.18,0.351,95.6,100.906,1.281,1.031,100.5,101.179,0.231,-7.128,100.7,99.513,0,0,99.6,91.361,0,0.708,91.4,98.411,7.518,-2.768,96.5,93.265,0.147,1.95,93.2,2086068,2004044,82024,1703495,1405496,14633,4965,11716,266685,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,58,19
주말,경부선,2016-08-01,12,12,0,0,0,28624,1465260,1543033,430954.561,31697.9619,453965.899,12.63682171,163.173479,8.136636946,0,353,0,24,329,72,72,132,1692,10943.49645,0,0,0,0,0,0,0,0,27690,-47,396,27702,3.6,0.1,0.2,3.5,43652,26,356,43652,15962,73,-41,15950,63.4,-0.2,0.4,63.5,61.2,-0.1,0.3,61.2,102.6,1,0.4,102.2,95.677,0.246,0.464,95.8,100.966,0.06,0.541,101,99.898,-1.281,-6.593,100.2,99.723,0.21,0.21,99.7,91.547,0.186,0.558,91.5,100.241,1.83,-1.577,97.2,93.246,-0.019,1.666,93.3,2064241,1985216,79025,1664303,1312514,15957,4558,54211,277063,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,40,6
주말,경부선,2016-09-01,13,13,0,1,1,30950,1584143,1654399,458858.7596,33441.49781,479822.1345,13.57995817,178.4063378,8.517050958,0,357,52,24,281,78,78,143,1830,11755.02066,0,0,0,0,0,0,0,0,27679,-11,324,27678,3.5,-0.1,0.3,3.5,43678,26,350,43678,15998,36,25,15999,63.4,0,0.3,63.4,61.1,-0.1,0,61.2,102.5,-0.1,-1,102.6,96.247,0.57,1.281,96.1,101.046,0.08,1.722,101,99.404,-0.494,-4.809,99.6,99.723,0,0.21,99.7,91.547,0,0.558,91.5,93.09,-7.151,1.971,95.3,93.512,0.266,1.749,93.5,1904524,1834765,69759,1523928,1199450,15556,4422,25300,279200,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,317,48
주말,경부선,2016-10-01,14,14,0,1,0,32750,1676365,2087166,482050.3274,35099.25723,599645.7812,17.42911912,192.2925308,10.64000459,0,408,0,0,408,84,84,154,1932,15119.66482,0,0,0,0,0,0,0,0,27666,-13,308,27653,3.3,-0.2,0.2,3.3,43704,26,347,43704,16038,40,40,16051,63.3,-0.1,0.2,63.3,61.2,0.1,0,61.2,102.8,0.3,-3.3,100.4,96.379,0.132,1.413,96.3,101.006,-0.04,1.221,100.7,99.53,0.126,-3.654,99.8,99.723,0,0.21,99.7,91.547,0,0.558,91.5,92.433,-0.657,1.127,91.4,93.851,0.339,1.987,93.7,1865552,1786215,79337,1587797,1303692,16982,5082,9069,252972,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,362,25
주말,경부선,2016-11-01,12,12,0,0,0,27382,1402257,1881893,407771.3067,29869.11268,547166.2429,16.11777591,163.8281435,9.78269162,0,366,0,0,366,72,72,132,1656,13634.5717,0,0,0,0,0,0,0,0,27613,-53,315,27497,3.1,-0.2,0.1,3.2,43730,26,344,43730,16117,79,29,16233,63.1,-0.2,0.2,62.9,61.2,0,0.2,60.9,95.9,-6.9,-10.8,97.6,96.237,-0.142,1.451,96.3,100.145,-0.861,0.46,100.6,100.57,1.04,-1.448,100.7,99.723,0,0.21,99.7,91.547,0,0.558,91.5,88.744,-3.689,0.14,91,93.796,-0.055,1.932,93.8,1825701,1749805,75896,1309055,1076471,16713,4906,11778,199187,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,136,19
주말,경부선,2016-12-01,14,14,0,1,0,25912,1332930,1588154,484150.9599,36072.87741,580410.1921,16.7907864,187.9339518,10.36015237,0,310,0,18,292,95,80,155,1518,14771.41477,0,0,0,0,0,0,0,0,27211,-402,246,27237,3.2,0.1,0,3.3,43755,25,337,43758,16544,427,91,16522,62.2,-0.9,0.1,62.2,60.2,-1,0.1,60.2,94.2,-1.7,-9.1,94.4,96.342,0.105,1.272,96.6,100.796,0.651,1.011,100.8,101.945,1.375,1.344,102.6,99.723,0,0.21,100,91.547,0,0.425,91.8,91.926,3.182,0.254,92.1,93.722,-0.074,1.647,93.8,2007035,1931158,75877,1343398,1102769,13111,4156,17609,205753,406243,280827,125416,7.9,5.5,2.5,1.172,105,281635,5.5,107328,2.1,142,12
주말,경부선,2017-01-01,13,13,0,4,3,26842,1378927,1400158,460694.2358,34454.99654,467686.1572,13.19125072,173.8517104,8.382169625,0,286,51,30,205,91,78,156,1595,11407.15941,0,0,0,0,0,0,0,0,26886,-325,255,27139,3.7,0.5,0,3.9,43790,35,351,43788,16904,360,96,16648,61.4,-0.8,0.1,62,59.1,-1.1,0.1,59.5,93.2,-1,-7.4,93.9,97.366,1.024,2.134,97.1,101.507,0.711,-0.02,101.4,105.189,3.244,7.139,104.5,100.497,0.774,0.984,100.2,92.183,0.636,0.822,92,95.68,3.754,2.6,94,93.942,0.22,1.831,94.2,2343048,2262448,80600,1220695,978223,15248,3649,10378,213197,357771,285534,72237,7,5.6,1.4,1.052,106.3,264455,5.2,106032,2.1,107,21
주말,경부선,2017-02-01,12,12,0,0,0,24120,1238852,1299845,420171.2736,31528.41268,440718.7581,12.57833877,159.9296469,7.927611155,0,252,0,0,252,84,72,144,1436,10861.20488,0,0,0,0,0,0,0,0,27321,435,396,27262,4.9,1.2,0,4.2,43818,28,347,43818,16497,-407,-49,16556,62.4,1,0.5,62.2,59.3,0.2,0.4,59.6,94.4,1.2,-3.9,94.9,97.632,0.266,1.992,97.5,101.887,0.38,2.162,101.8,106.229,1.04,10.384,105.9,100.497,0,0.984,100.5,92.183,0,0.822,92.2,94.394,-1.286,1.539,93.3,94.839,0.897,1.272,94.5,2231269,2143635,87634,1252080,952948,13790,3003,59952,222387,357771,285534,72237,7,5.6,1.4,1.052,106.3,264455,5.2,106032,2.1,49,5
주말,경부선,2017-03-01,13,13,0,0,0,26996,1390852,1399381,435654.9437,32888.94146,438549.1754,13.07906443,172.1795992,7.973578717,0,325,0,0,325,91,91,169,1616,11257.71042,0,0,0,0,0,0,0,0,27579,258,446,27604,4.1,-0.8,-0.1,4.4,43846,28,340,43845,16267,-230,-106,16241,62.9,0.5,0.5,63,60.3,1,0.6,60.2,97,2.6,-3.6,97.7,97.565,-0.067,2.172,97.5,101.937,0.05,2.242,101.9,106.145,-0.084,10.972,105.7,100.497,0,0.984,100.5,92.183,0,0.822,92.2,89.814,-4.58,1.304,92.5,94.62,-0.219,0.687,94.6,1940542,1861881,78661,1233640,970389,16551,3312,28257,215131,357771,285534,72237,7,5.6,1.4,1.052,106.3,264455,5.2,106032,2.1,72,16
주말,경부선,2017-04-01,14,14,0,0,0,29443,1519345,1643748,472689.1967,36196.70176,511014.5848,15.14259227,182.8210103,9.432198097,0,391,0,28,363,110,110,206,1789,12860.52483,0,0,0,0,0,0,0,0,27911,332,513,27826,4.2,0.1,0.3,4,43871,25,334,43873,15960,-307,-178,16048,63.6,0.7,0.7,63.4,61,0.7,0.5,60.9,101.8,4.8,-0.5,102.7,97.442,-0.123,1.869,97.5,101.967,0.03,2.102,101.9,104.864,-1.281,8.956,105.2,100.497,0,0.984,100.7,92.183,0,0.822,92.2,93.23,3.416,4.382,93.1,94.482,-0.138,0.714,94.4,2003943,1915430,88513,1075899,854669,14903,5270,9359,191698,357771,285534,72237,7,5.6,1.4,1.052,106.3,264455,5.2,106032,2.1,63,18
주말,경부선,2017-05-01,12,12,0,1,0,25298,1305714,1430857,414954.2903,31441.83804,454774.9981,13.14874448,158.44645,8.315815468,0,349,0,30,319,96,96,180,1542,11132.76692,0,0,0,0,0,0,0,0,27987,76,370,27993,3.6,-0.6,0,3.9,43902,31,331,43899,15916,-44,-39,15907,63.7,0.1,0.3,63.7,61.5,0.5,0.4,61.3,109.2,7.4,9.4,107.9,97.546,0.104,1.916,97.4,101.887,-0.08,2.342,101.8,104.475,-0.389,6.971,104.3,101.109,0.612,1.596,100.5,92.183,0,0.822,92.1,96.384,3.154,3.848,94.5,94.198,-0.284,1.089,94.3,2003834,1908438,95396,977889,738590,16530,4293,19819,198657,357771,285534,72237,7,5.6,1.4,1.052,106.3,264455,5.2,106032,2.1,77,4
주말,경부선,2017-06-01,13,13,0,0,0,27392,1414434,1445164,450487.2301,33647.31164,460243.3873,13.28061324,174.0565237,8.283763188,0,351,0,32,319,104,104,195,1669,11254.27671,0,0,0,0,0,0,0,0,28081,94,361,28035,3.8,0.2,0.2,3.6,43924,22,324,43924,15844,-72,-36,15890,63.9,0.2,0.3,63.8,61.5,0,0.2,61.5,112.6,3.4,13.3,111.5,97.338,-0.208,1.727,97.5,101.627,-0.26,2.002,101.6,103.52,-0.955,2.572,103.3,100,-1.109,0.487,100.4,91.918,-0.265,0.557,92,93.887,-2.497,2.994,97,94.134,-0.064,1.016,94.2,2098126,2017883,80243,991802,775181,13259,4069,18636,180657,357771,285534,72237,7,5.6,1.4,1.052,106.3,264455,5.2,106032,2.1,52,14
주말,경부선,2017-07-01,14,14,0,0,0,29700,1534597,1435224,487321.192,36705.37711,456533.9423,13.10139976,185.9085098,8.287818929,0,379,0,44,335,112,112,210,1821,11042.40008,0,0,0,0,0,0,0,0,28037,-44,300,28007,3.4,-0.4,-0.1,3.6,43946,22,320,43946,15909,65,20,15939,63.8,-0.1,0.2,63.7,61.6,0.1,0.3,61.4,112.7,0.1,11.1,112.2,97.499,0.161,2.068,97.6,101.186,-0.441,0.28,101.1,101.997,-1.523,0.818,102.8,100,0,0.487,100,91.918,0,0.557,91.9,100.691,6.804,2.28,98.8,94.372,0.238,1.107,94.3,2389447,2300588,88859,1008671,782389,14145,5334,14278,192525,357771,285534,72237,7,5.6,1.4,1.052,106.3,264455,5.2,106032,2.1,61,12
주말,경부선,2017-08-01,12,12,0,0,0,25280,1307556,1306112,417251.2176,31880.04196,417275.9697,11.99009147,157.0815846,7.677348584,0,310,0,28,282,96,96,180,1540,10178.6113,0,0,0,0,0,0,0,0,27903,-134,213,27961,3.6,0.2,0,3.4,43967,21,315,43967,16064,155,102,16006,63.5,-0.3,0.1,63.6,61.2,-0.4,0,61.4,111.3,-1.4,8.7,111,98.058,0.559,2.381,97.9,100.596,-0.59,-0.37,100.9,102.995,0.998,3.097,103.2,100,0,0.277,100,91.918,0,0.371,92,101.893,1.202,1.652,99.1,94.4,0.028,1.154,94.5,2385301,2302380,82921,1103506,817226,14129,5190,61676,205285,357771,285534,72237,7,5.6,1.4,1.052,106.3,264455,5.2,106032,2.1,62,10
